-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/1981 through 02/01/2024 
Location: Latitude  36.7529   Longitude 3.042 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 44.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
1981,1,2,13.53,12.27
1981,1,3,13.92,11.62
1981,1,4,14.8,12.06
1981,1,5,14.05,11.97
1981,1,6,14.33,11.57
1981,1,7,13.51,11.16
1981,1,8,11.12,9.81
1981,1,9,11.6,9.02
1981,1,10,13.19,9.51
1981,1,11,14.31,10.15
1981,1,12,10.12,9.05
1981,1,13,10.13,8.88
1981,1,14,10.94,9.32
1981,1,15,13.98,11.06
1981,1,16,14.35,12.95
1981,1,17,14.86,12.36
1981,1,18,13.76,12.17
1981,1,19,14.15,12.04
1981,1,20,14.89,12.1
1981,1,21,14.44,11.41
1981,1,22,12.27,11.44
1981,1,23,12.94,11.32
1981,1,24,12.09,10.63
1981,1,25,13.78,9.67
1981,1,26,14.16,10.13
1981,1,27,13.23,11.08
1981,1,28,13.16,11.14
1981,1,29,12.23,9.97
1981,1,30,11.58,9.62
1981,1,31,12.01,10.11
1981,2,1,12.19,10.92
1981,2,2,12.11,10.47
1981,2,3,11.99,10.22
1981,2,4,15.08,10.08
1981,2,5,14.19,12.26
1981,2,6,14.05,12.14
1981,2,7,13.73,11.78
1981,2,8,15.19,10.62
1981,2,9,15.22,11.66
1981,2,10,16.06,12.4
1981,2,11,14.13,12.04
1981,2,12,13.34,11.02
1981,2,13,13.65,11.81
1981,2,14,13.61,11.08
1981,2,15,15.37,10.84
1981,2,16,15.62,11.33
1981,2,17,12.8,11.37
1981,2,18,12.37,10.2
1981,2,19,14.4,10.99
1981,2,20,11.69,9.13
1981,2,21,9.8,8.64
1981,2,22,13.16,9.64
1981,2,23,13.64,12.05
1981,2,24,14.95,11.53
1981,2,25,13.58,12.01
1981,2,26,14.04,11.49
1981,2,27,15.62,12.97
1981,2,28,17.08,14.48
1981,3,1,16.59,14.31
1981,3,2,15.37,13.37
1981,3,3,15.64,12.55
1981,3,4,14.31,12.91
1981,3,5,15.73,12.41
1981,3,6,14.95,12.95
1981,3,7,16.12,13.3
1981,3,8,17.5,13.33
1981,3,9,16.27,14.09
1981,3,10,16.51,13.52
1981,3,11,17.42,14.83
1981,3,12,18.18,16.25
1981,3,13,16.89,14.84
1981,3,14,17.76,14.5
1981,3,15,15.94,13.59
1981,3,16,15.04,12.24
1981,3,17,13.14,11.47
1981,3,18,13.36,11.65
1981,3,19,15.88,12.23
1981,3,20,16.91,13.83
1981,3,21,16.36,13.33
1981,3,22,16.83,13.72
1981,3,23,16.98,14.71
1981,3,24,18.16,14.48
1981,3,25,21.94,16.02
1981,3,26,18.3,15.69
1981,3,27,17.81,15.28
1981,3,28,18.2,15.41
1981,3,29,17.55,15.19
1981,3,30,15.08,14.43
1981,3,31,15.59,13.9
1981,4,1,16.54,14.68
1981,4,2,16.9,13.74
1981,4,3,14.98,13.72
1981,4,4,16.41,13.81
1981,4,5,16.48,13.22
1981,4,6,17.8,13.74
1981,4,7,20.12,14.8
1981,4,8,18.82,15.6
1981,4,9,19.07,15.65
1981,4,10,22.38,16.68
1981,4,11,18.47,15.93
1981,4,12,16.89,15.25
1981,4,13,17.3,15.15
1981,4,14,16.73,14.62
1981,4,15,16.87,14.49
1981,4,16,16.91,14.16
1981,4,17,17.06,14.33
1981,4,18,16.61,14.18
1981,4,19,17.35,14.01
1981,4,20,18.05,14.61
1981,4,21,16.81,14.91
1981,4,22,15.89,12.6
1981,4,23,15.4,10.48
1981,4,24,17.65,14.68
1981,4,25,17.05,15.0
1981,4,26,16.21,13.48
1981,4,27,16.98,12.69
1981,4,28,16.65,13.54
1981,4,29,17.87,15.05
1981,4,30,18.04,15.08
1981,5,1,15.27,14.26
1981,5,2,18.42,14.03
1981,5,3,17.71,14.74
1981,5,4,18.29,13.87
1981,5,5,17.76,15.76
1981,5,6,20.12,15.55
1981,5,7,20.41,16.34
1981,5,8,18.57,16.08
1981,5,9,17.74,15.7
1981,5,10,17.82,14.0
1981,5,11,17.97,16.02
1981,5,12,18.07,15.54
1981,5,13,18.79,15.03
1981,5,14,18.59,15.82
1981,5,15,17.52,15.62
1981,5,16,18.92,15.55
1981,5,17,19.9,16.68
1981,5,18,20.26,17.19
1981,5,19,21.83,17.42
1981,5,20,21.69,18.78
1981,5,21,19.42,17.66
1981,5,22,19.19,17.12
1981,5,23,19.94,16.81
1981,5,24,19.78,17.05
1981,5,25,22.23,18.61
1981,5,26,20.6,16.98
1981,5,27,19.83,16.51
1981,5,28,22.14,16.99
1981,5,29,23.83,18.9
1981,5,30,23.26,18.58
1981,5,31,22.09,18.8
1981,6,1,20.9,18.4
1981,6,2,21.37,17.96
1981,6,3,21.87,18.65
1981,6,4,21.34,18.22
1981,6,5,21.93,18.58
1981,6,6,22.53,18.9
1981,6,7,23.84,19.69
1981,6,8,25.38,20.5
1981,6,9,23.51,20.51
1981,6,10,23.44,19.99
1981,6,11,23.57,20.23
1981,6,12,24.15,20.34
1981,6,13,25.01,21.8
1981,6,14,24.05,21.22
1981,6,15,25.0,20.74
1981,6,16,25.53,21.9
1981,6,17,25.87,21.95
1981,6,18,23.58,20.65
1981,6,19,22.83,19.96
1981,6,20,23.56,20.29
1981,6,21,24.37,20.57
1981,6,22,23.7,20.46
1981,6,23,23.21,20.23
1981,6,24,21.68,19.73
1981,6,25,21.37,19.21
1981,6,26,23.0,19.01
1981,6,27,24.63,20.65
1981,6,28,22.56,19.8
1981,6,29,23.0,20.01
1981,6,30,24.37,20.93
1981,7,1,24.39,21.05
1981,7,2,24.85,21.08
1981,7,3,24.33,21.05
1981,7,4,23.62,20.9
1981,7,5,23.52,20.71
1981,7,6,25.18,20.16
1981,7,7,25.68,22.16
1981,7,8,28.55,22.56
1981,7,9,24.51,22.21
1981,7,10,24.85,21.58
1981,7,11,23.28,20.97
1981,7,12,23.73,20.88
1981,7,13,24.83,21.27
1981,7,14,24.98,21.55
1981,7,15,24.48,20.81
1981,7,16,25.55,20.84
1981,7,17,25.69,21.9
1981,7,18,24.4,21.3
1981,7,19,23.22,20.75
1981,7,20,22.87,20.07
1981,7,21,25.39,20.78
1981,7,22,25.55,21.62
1981,7,23,25.23,22.2
1981,7,24,25.71,22.18
1981,7,25,24.13,21.96
1981,7,26,24.24,21.58
1981,7,27,24.08,20.87
1981,7,28,25.65,21.25
1981,7,29,26.26,22.12
1981,7,30,28.64,23.51
1981,7,31,31.97,24.29
1981,8,1,27.35,23.71
1981,8,2,26.13,23.29
1981,8,3,27.35,23.58
1981,8,4,27.48,23.28
1981,8,5,28.19,23.38
1981,8,6,27.73,23.96
1981,8,7,26.89,23.65
1981,8,8,26.87,24.19
1981,8,9,26.91,24.16
1981,8,10,26.18,23.83
1981,8,11,26.76,23.63
1981,8,12,27.22,24.2
1981,8,13,25.85,23.39
1981,8,14,26.01,22.8
1981,8,15,26.12,22.54
1981,8,16,25.61,22.76
1981,8,17,26.78,23.11
1981,8,18,27.35,23.68
1981,8,19,27.77,23.46
1981,8,20,27.92,24.08
1981,8,21,26.38,24.03
1981,8,22,27.22,23.24
1981,8,23,23.92,22.2
1981,8,24,24.99,22.48
1981,8,25,25.15,23.13
1981,8,26,24.34,22.63
1981,8,27,25.79,22.49
1981,8,28,25.6,22.3
1981,8,29,27.6,22.94
1981,8,30,26.48,23.35
1981,8,31,26.8,23.98
1981,9,1,26.21,24.03
1981,9,2,25.7,23.13
1981,9,3,25.83,22.68
1981,9,4,26.31,23.23
1981,9,5,25.92,22.8
1981,9,6,25.54,22.03
1981,9,7,25.79,22.23
1981,9,8,28.05,22.16
1981,9,9,29.58,24.06
1981,9,10,27.77,23.58
1981,9,11,27.2,23.82
1981,9,12,26.43,23.76
1981,9,13,26.19,23.1
1981,9,14,25.66,22.61
1981,9,15,26.19,22.93
1981,9,16,26.75,22.93
1981,9,17,26.31,23.59
1981,9,18,25.68,23.3
1981,9,19,26.4,23.17
1981,9,20,27.23,23.12
1981,9,21,27.83,24.02
1981,9,22,27.02,23.96
1981,9,23,24.48,22.67
1981,9,24,24.24,22.3
1981,9,25,24.78,21.43
1981,9,26,25.67,22.42
1981,9,27,23.35,21.23
1981,9,28,22.83,20.74
1981,9,29,23.01,20.11
1981,9,30,23.17,19.12
1981,10,1,25.21,21.12
1981,10,2,23.83,20.9
1981,10,3,24.13,19.73
1981,10,4,25.56,20.89
1981,10,5,28.01,21.24
1981,10,6,25.33,21.96
1981,10,7,23.83,21.73
1981,10,8,25.34,21.62
1981,10,9,26.21,21.86
1981,10,10,22.83,21.03
1981,10,11,23.75,19.97
1981,10,12,24.54,20.54
1981,10,13,23.98,20.93
1981,10,14,24.88,20.94
1981,10,15,25.4,21.65
1981,10,16,24.37,20.4
1981,10,17,28.37,21.05
1981,10,18,23.09,20.55
1981,10,19,25.77,21.22
1981,10,20,22.36,20.84
1981,10,21,24.26,20.54
1981,10,22,20.5,18.93
1981,10,23,19.58,18.19
1981,10,24,20.55,17.73
1981,10,25,20.52,18.49
1981,10,26,20.58,16.83
1981,10,27,19.04,16.78
1981,10,28,21.15,16.12
1981,10,29,22.24,17.42
1981,10,30,20.9,17.98
1981,10,31,20.57,17.68
1981,11,1,21.09,17.16
1981,11,2,22.01,17.76
1981,11,3,21.67,18.17
1981,11,4,21.44,18.1
1981,11,5,21.62,17.96
1981,11,6,20.28,18.19
1981,11,7,20.37,17.77
1981,11,8,19.81,17.7
1981,11,9,19.74,17.82
1981,11,10,19.26,16.94
1981,11,11,17.96,15.07
1981,11,12,18.91,14.51
1981,11,13,19.73,16.73
1981,11,14,17.69,15.61
1981,11,15,19.05,15.6
1981,11,16,17.93,15.67
1981,11,17,18.53,15.15
1981,11,18,20.48,16.55
1981,11,19,20.92,16.68
1981,11,20,20.98,15.94
1981,11,21,20.89,15.9
1981,11,22,20.67,16.15
1981,11,23,20.34,15.89
1981,11,24,18.92,16.37
1981,11,25,18.12,15.77
1981,11,26,17.92,15.39
1981,11,27,16.92,14.89
1981,11,28,18.82,14.72
1981,11,29,17.15,14.26
1981,11,30,15.77,13.92
1981,12,1,17.76,14.28
1981,12,2,16.47,13.87
1981,12,3,14.33,12.73
1981,12,4,14.57,12.37
1981,12,5,16.65,14.31
1981,12,6,17.25,14.03
1981,12,7,16.16,14.01
1981,12,8,17.15,14.27
1981,12,9,17.02,15.19
1981,12,10,18.48,15.87
1981,12,11,18.43,16.35
1981,12,12,18.89,16.78
1981,12,13,19.14,17.02
1981,12,14,18.67,16.46
1981,12,15,18.09,14.71
1981,12,16,18.58,16.58
1981,12,17,18.28,15.93
1981,12,18,17.22,14.8
1981,12,19,14.97,12.51
1981,12,20,14.3,12.07
1981,12,21,16.33,12.2
1981,12,22,17.43,14.61
1981,12,23,17.84,15.58
1981,12,24,17.34,14.98
1981,12,25,15.55,14.36
1981,12,26,15.08,13.28
1981,12,27,16.46,13.51
1981,12,28,17.44,14.03
1981,12,29,17.22,15.31
1981,12,30,19.37,14.76
1981,12,31,17.73,14.7
1982,1,1,15.73,13.87
1982,1,2,15.46,12.76
1982,1,3,17.07,12.35
1982,1,4,15.41,13.54
1982,1,5,16.15,13.83
1982,1,6,16.12,13.42
1982,1,7,16.87,13.94
1982,1,8,18.15,15.13
1982,1,9,17.3,15.13
1982,1,10,18.39,14.54
1982,1,11,17.9,14.26
1982,1,12,15.43,12.8
1982,1,13,18.67,13.37
1982,1,14,16.74,12.73
1982,1,15,16.66,13.07
1982,1,16,15.84,12.33
1982,1,17,15.63,13.69
1982,1,18,14.76,13.62
1982,1,19,14.61,12.57
1982,1,20,13.93,12.33
1982,1,21,13.27,12.2
1982,1,22,13.83,12.17
1982,1,23,13.15,12.19
1982,1,24,12.52,10.92
1982,1,25,12.93,10.88
1982,1,26,12.59,11.01
1982,1,27,14.25,11.51
1982,1,28,12.66,10.77
1982,1,29,12.45,11.05
1982,1,30,14.09,11.08
1982,1,31,14.52,11.98
1982,2,1,15.23,12.18
1982,2,2,14.44,12.29
1982,2,3,14.78,11.29
1982,2,4,16.15,10.33
1982,2,5,14.26,11.74
1982,2,6,14.44,10.93
1982,2,7,15.15,11.17
1982,2,8,14.77,12.83
1982,2,9,14.02,12.7
1982,2,10,15.4,12.73
1982,2,11,15.24,12.98
1982,2,12,14.66,12.62
1982,2,13,14.81,12.73
1982,2,14,14.84,12.62
1982,2,15,17.51,11.78
1982,2,16,13.24,10.28
1982,2,17,13.04,11.61
1982,2,18,14.33,12.94
1982,2,19,14.35,12.85
1982,2,20,13.52,12.29
1982,2,21,14.99,12.52
1982,2,22,15.57,13.0
1982,2,23,14.1,11.1
1982,2,24,12.06,11.12
1982,2,25,14.62,12.05
1982,2,26,13.99,12.2
1982,2,27,15.42,13.95
1982,2,28,15.9,13.37
1982,3,1,16.15,13.27
1982,3,2,16.47,13.98
1982,3,3,16.78,13.1
1982,3,4,18.01,13.52
1982,3,5,13.9,11.91
1982,3,6,14.33,11.48
1982,3,7,14.31,11.35
1982,3,8,12.9,11.65
1982,3,9,14.47,10.99
1982,3,10,15.33,12.95
1982,3,11,16.11,12.33
1982,3,12,16.79,13.01
1982,3,13,15.83,13.37
1982,3,14,14.69,12.17
1982,3,15,17.14,11.58
1982,3,16,15.69,14.26
1982,3,17,16.12,13.97
1982,3,18,14.8,13.04
1982,3,19,16.02,12.44
1982,3,20,16.58,13.67
1982,3,21,14.92,13.05
1982,3,22,14.37,12.66
1982,3,23,14.46,12.15
1982,3,24,12.61,10.84
1982,3,25,14.23,10.84
1982,3,26,14.68,11.7
1982,3,27,14.72,12.6
1982,3,28,16.4,13.46
1982,3,29,19.2,13.49
1982,3,30,16.02,14.69
1982,3,31,17.12,13.73
1982,4,1,16.85,14.96
1982,4,2,16.48,14.62
1982,4,3,17.23,13.01
1982,4,4,19.79,14.84
1982,4,5,17.83,13.1
1982,4,6,16.12,14.76
1982,4,7,16.26,14.66
1982,4,8,18.44,14.01
1982,4,9,18.98,16.33
1982,4,10,18.23,15.12
1982,4,11,18.97,15.18
1982,4,12,20.01,15.16
1982,4,13,17.15,15.13
1982,4,14,15.18,12.88
1982,4,15,14.1,12.7
1982,4,16,15.73,12.51
1982,4,17,17.37,14.44
1982,4,18,15.58,13.59
1982,4,19,16.96,13.89
1982,4,20,16.21,14.44
1982,4,21,17.46,13.66
1982,4,22,17.15,14.21
1982,4,23,16.58,14.08
1982,4,24,16.63,13.42
1982,4,25,14.43,12.31
1982,4,26,15.69,13.13
1982,4,27,16.02,13.48
1982,4,28,17.21,13.64
1982,4,29,17.32,14.1
1982,4,30,18.35,14.43
1982,5,1,15.83,14.19
1982,5,2,17.42,13.3
1982,5,3,20.53,15.04
1982,5,4,20.9,16.77
1982,5,5,20.22,16.85
1982,5,6,17.98,15.97
1982,5,7,15.8,14.56
1982,5,8,14.48,13.9
1982,5,9,16.4,13.26
1982,5,10,14.29,13.14
1982,5,11,15.78,13.43
1982,5,12,16.46,14.19
1982,5,13,16.94,14.44
1982,5,14,18.93,15.24
1982,5,15,20.28,16.55
1982,5,16,19.44,17.05
1982,5,17,18.11,16.98
1982,5,18,19.01,16.84
1982,5,19,19.48,16.38
1982,5,20,20.28,17.47
1982,5,21,20.16,17.06
1982,5,22,21.05,17.37
1982,5,23,22.4,17.94
1982,5,24,21.48,18.58
1982,5,25,20.98,18.12
1982,5,26,21.83,18.72
1982,5,27,20.65,18.21
1982,5,28,20.71,17.67
1982,5,29,20.91,18.15
1982,5,30,21.79,18.48
1982,5,31,20.31,18.4
1982,6,1,20.47,18.15
1982,6,2,20.71,18.81
1982,6,3,21.5,19.15
1982,6,4,21.83,19.77
1982,6,5,21.87,19.48
1982,6,6,22.97,20.19
1982,6,7,22.8,20.02
1982,6,8,23.79,20.0
1982,6,9,24.69,20.69
1982,6,10,24.54,20.8
1982,6,11,23.48,22.31
1982,6,12,23.85,20.77
1982,6,13,23.92,20.82
1982,6,14,23.65,20.66
1982,6,15,25.66,21.62
1982,6,16,25.57,21.43
1982,6,17,29.48,22.0
1982,6,18,24.65,22.38
1982,6,19,27.02,22.27
1982,6,20,26.46,22.07
1982,6,21,25.04,21.74
1982,6,22,25.84,23.13
1982,6,23,25.37,22.37
1982,6,24,30.12,22.72
1982,6,25,25.72,22.68
1982,6,26,25.8,22.66
1982,6,27,25.51,22.56
1982,6,28,25.53,21.94
1982,6,29,27.91,22.64
1982,6,30,26.49,23.26
1982,7,1,26.94,22.73
1982,7,2,29.9,23.44
1982,7,3,27.82,24.44
1982,7,4,30.49,23.27
1982,7,5,29.48,25.54
1982,7,6,29.79,26.14
1982,7,7,28.23,25.61
1982,7,8,28.34,24.94
1982,7,9,28.0,24.7
1982,7,10,29.06,24.42
1982,7,11,29.43,25.76
1982,7,12,28.06,24.19
1982,7,13,28.52,24.4
1982,7,14,27.52,24.73
1982,7,15,27.48,24.48
1982,7,16,27.25,23.89
1982,7,17,26.62,23.15
1982,7,18,27.37,23.52
1982,7,19,28.51,24.65
1982,7,20,28.39,24.98
1982,7,21,31.51,24.74
1982,7,22,28.09,24.55
1982,7,23,28.05,24.14
1982,7,24,28.07,25.12
1982,7,25,28.48,24.38
1982,7,26,28.37,25.16
1982,7,27,29.13,25.89
1982,7,28,30.08,27.51
1982,7,29,30.68,24.55
1982,7,30,26.8,24.12
1982,7,31,28.78,23.65
1982,8,1,27.98,24.48
1982,8,2,26.95,24.01
1982,8,3,26.16,24.02
1982,8,4,26.69,24.51
1982,8,5,26.83,24.0
1982,8,6,28.33,24.29
1982,8,7,27.49,24.64
1982,8,8,26.37,24.37
1982,8,9,26.58,23.9
1982,8,10,26.64,23.66
1982,8,11,27.05,23.81
1982,8,12,26.33,24.15
1982,8,13,27.4,23.51
1982,8,14,28.62,23.89
1982,8,15,27.42,25.05
1982,8,16,27.63,24.15
1982,8,17,28.36,24.79
1982,8,18,27.52,24.16
1982,8,19,29.22,25.5
1982,8,20,30.73,25.81
1982,8,21,29.02,24.01
1982,8,22,26.48,23.68
1982,8,23,27.48,23.89
1982,8,24,26.3,23.43
1982,8,25,27.35,23.2
1982,8,26,25.7,23.48
1982,8,27,25.99,22.92
1982,8,28,25.96,22.89
1982,8,29,26.53,22.98
1982,8,30,28.3,23.9
1982,8,31,27.15,23.75
1982,9,1,23.61,21.15
1982,9,2,22.96,21.05
1982,9,3,21.85,20.94
1982,9,4,26.55,21.2
1982,9,5,27.12,23.62
1982,9,6,27.7,23.69
1982,9,7,25.01,22.29
1982,9,8,24.15,21.64
1982,9,9,25.64,21.61
1982,9,10,26.8,22.53
1982,9,11,24.08,22.31
1982,9,12,23.9,22.01
1982,9,13,24.31,21.9
1982,9,14,24.33,22.36
1982,9,15,25.1,22.01
1982,9,16,24.62,21.52
1982,9,17,24.97,21.71
1982,9,18,24.83,21.9
1982,9,19,26.72,22.56
1982,9,20,25.86,23.01
1982,9,21,25.77,22.83
1982,9,22,24.92,22.33
1982,9,23,25.39,22.37
1982,9,24,25.31,22.23
1982,9,25,27.54,23.01
1982,9,26,24.38,21.87
1982,9,27,25.02,21.81
1982,9,28,23.95,22.19
1982,9,29,26.03,21.84
1982,9,30,23.73,22.64
1982,10,1,24.23,22.41
1982,10,2,25.13,21.77
1982,10,3,25.95,22.45
1982,10,4,23.82,22.32
1982,10,5,25.46,22.37
1982,10,6,22.88,20.34
1982,10,7,23.53,20.03
1982,10,8,21.73,19.4
1982,10,9,22.65,19.77
1982,10,10,22.62,20.33
1982,10,11,22.18,20.32
1982,10,12,23.59,19.87
1982,10,13,24.6,20.98
1982,10,14,22.72,19.83
1982,10,15,22.25,19.64
1982,10,16,21.66,18.59
1982,10,17,22.71,18.97
1982,10,18,22.72,19.77
1982,10,19,20.24,17.57
1982,10,20,22.21,19.07
1982,10,21,18.61,16.36
1982,10,22,21.09,17.12
1982,10,23,21.06,18.48
1982,10,24,19.69,17.28
1982,10,25,19.77,16.63
1982,10,26,19.29,16.94
1982,10,27,19.78,17.92
1982,10,28,18.78,17.17
1982,10,29,19.52,17.73
1982,10,30,20.58,18.36
1982,10,31,19.88,17.11
1982,11,1,19.74,18.14
1982,11,2,20.32,17.76
1982,11,3,19.83,18.2
1982,11,4,19.79,17.27
1982,11,5,18.92,16.46
1982,11,6,22.2,17.21
1982,11,7,22.76,17.83
1982,11,8,21.91,16.44
1982,11,9,18.18,16.31
1982,11,10,17.61,16.73
1982,11,11,17.83,15.63
1982,11,12,18.05,17.23
1982,11,13,18.8,16.64
1982,11,14,17.59,15.48
1982,11,15,15.73,14.19
1982,11,16,14.62,13.04
1982,11,17,16.98,14.35
1982,11,18,16.99,15.44
1982,11,19,17.63,14.95
1982,11,20,17.25,14.15
1982,11,21,17.51,14.98
1982,11,22,17.52,13.93
1982,11,23,18.55,13.78
1982,11,24,18.27,14.84
1982,11,25,17.9,14.46
1982,11,26,17.96,14.37
1982,11,27,14.01,12.51
1982,11,28,15.67,13.62
1982,11,29,15.89,13.66
1982,11,30,15.11,12.73
1982,12,1,14.62,13.46
1982,12,2,14.94,12.99
1982,12,3,13.76,12.14
1982,12,4,14.21,12.05
1982,12,5,15.24,14.06
1982,12,6,15.71,13.69
1982,12,7,16.4,13.53
1982,12,8,17.33,13.19
1982,12,9,16.63,13.31
1982,12,10,16.62,14.51
1982,12,11,15.69,13.63
1982,12,12,16.59,14.09
1982,12,13,15.91,14.25
1982,12,14,14.8,13.33
1982,12,15,14.7,12.56
1982,12,16,13.9,12.09
1982,12,17,15.69,12.11
1982,12,18,15.01,12.04
1982,12,19,13.51,10.9
1982,12,20,15.62,11.26
1982,12,21,15.37,13.05
1982,12,22,13.76,10.03
1982,12,23,12.57,9.69
1982,12,24,11.15,8.3
1982,12,25,13.97,10.02
1982,12,26,14.33,12.63
1982,12,27,13.37,11.8
1982,12,28,13.72,11.89
1982,12,29,14.07,11.08
1982,12,30,13.62,11.3
1982,12,31,14.44,10.68
1983,1,1,13.57,10.29
1983,1,2,13.08,10.98
1983,1,3,13.42,10.01
1983,1,4,14.74,10.78
1983,1,5,15.01,12.55
1983,1,6,14.83,12.59
1983,1,7,14.53,11.83
1983,1,8,14.3,12.37
1983,1,9,14.08,11.58
1983,1,10,13.2,11.15
1983,1,11,15.06,10.22
1983,1,12,15.28,10.82
1983,1,13,15.12,11.04
1983,1,14,13.8,11.98
1983,1,15,14.29,11.9
1983,1,16,14.82,12.39
1983,1,17,14.22,12.12
1983,1,18,16.32,11.04
1983,1,19,15.38,12.58
1983,1,20,12.97,9.75
1983,1,21,10.93,8.86
1983,1,22,14.26,8.83
1983,1,23,14.37,9.91
1983,1,24,13.95,11.78
1983,1,25,13.22,11.15
1983,1,26,12.86,9.9
1983,1,27,14.47,11.17
1983,1,28,15.11,12.37
1983,1,29,14.69,11.75
1983,1,30,15.94,12.11
1983,1,31,14.46,12.75
1983,2,1,16.47,13.17
1983,2,2,14.94,11.38
1983,2,3,13.24,10.87
1983,2,4,13.89,10.4
1983,2,5,13.37,10.65
1983,2,6,15.35,11.56
1983,2,7,13.23,11.03
1983,2,8,13.41,10.74
1983,2,9,11.6,8.01
1983,2,10,10.56,6.67
1983,2,11,9.44,6.69
1983,2,12,13.94,7.13
1983,2,13,11.91,9.59
1983,2,14,10.28,8.44
1983,2,15,12.99,9.71
1983,2,16,11.62,9.74
1983,2,17,12.72,9.45
1983,2,18,12.01,10.28
1983,2,19,11.93,10.04
1983,2,20,14.2,9.91
1983,2,21,13.64,10.7
1983,2,22,15.29,12.26
1983,2,23,15.91,12.7
1983,2,24,15.87,12.72
1983,2,25,15.4,13.15
1983,2,26,15.76,13.12
1983,2,27,15.11,12.79
1983,2,28,15.1,12.07
1983,3,1,14.83,13.01
1983,3,2,13.98,11.31
1983,3,3,13.61,10.69
1983,3,4,14.62,10.03
1983,3,5,14.2,11.08
1983,3,6,13.62,11.49
1983,3,7,14.52,11.18
1983,3,8,15.62,11.01
1983,3,9,16.8,11.77
1983,3,10,16.74,13.08
1983,3,11,14.52,12.51
1983,3,12,15.73,11.97
1983,3,13,17.15,13.4
1983,3,14,18.2,14.96
1983,3,15,16.64,13.74
1983,3,16,13.63,11.99
1983,3,17,14.48,11.97
1983,3,18,14.65,12.59
1983,3,19,16.19,12.55
1983,3,20,16.89,13.48
1983,3,21,17.34,15.44
1983,3,22,16.84,14.83
1983,3,23,17.65,14.95
1983,3,24,17.17,16.01
1983,3,25,16.07,12.1
1983,3,26,14.93,12.26
1983,3,27,15.45,13.22
1983,3,28,15.48,11.61
1983,3,29,14.57,12.9
1983,3,30,13.3,11.5
1983,3,31,14.45,11.38
1983,4,1,17.12,14.05
1983,4,2,15.08,13.65
1983,4,3,15.8,12.94
1983,4,4,15.49,12.68
1983,4,5,16.48,13.33
1983,4,6,17.21,13.44
1983,4,7,16.79,13.86
1983,4,8,17.59,13.78
1983,4,9,19.51,15.38
1983,4,10,19.16,15.71
1983,4,11,20.01,15.98
1983,4,12,16.31,13.91
1983,4,13,15.11,13.08
1983,4,14,16.1,12.33
1983,4,15,15.96,11.9
1983,4,16,19.92,13.65
1983,4,17,24.43,15.94
1983,4,18,17.62,15.3
1983,4,19,17.63,15.26
1983,4,20,26.17,15.12
1983,4,21,16.48,14.46
1983,4,22,19.4,13.85
1983,4,23,17.46,14.87
1983,4,24,17.75,14.48
1983,4,25,18.95,14.9
1983,4,26,17.98,15.22
1983,4,27,18.33,15.6
1983,4,28,18.08,15.37
1983,4,29,19.15,16.17
1983,4,30,19.4,16.94
1983,5,1,17.94,15.33
1983,5,2,18.64,14.77
1983,5,3,19.75,14.91
1983,5,4,19.8,16.08
1983,5,5,18.8,16.48
1983,5,6,19.99,17.23
1983,5,7,20.33,16.91
1983,5,8,20.05,17.46
1983,5,9,19.07,16.8
1983,5,10,22.13,16.73
1983,5,11,19.52,17.18
1983,5,12,20.96,16.51
1983,5,13,21.74,17.93
1983,5,14,21.08,17.34
1983,5,15,18.37,16.39
1983,5,16,19.45,15.34
1983,5,17,20.39,16.65
1983,5,18,21.26,17.58
1983,5,19,23.37,18.19
1983,5,20,21.19,17.83
1983,5,21,19.18,16.36
1983,5,22,17.69,15.79
1983,5,23,19.5,15.61
1983,5,24,19.67,16.25
1983,5,25,19.55,16.87
1983,5,26,21.03,17.04
1983,5,27,18.55,17.11
1983,5,28,21.2,16.34
1983,5,29,22.48,19.19
1983,5,30,21.58,19.21
1983,5,31,26.44,19.08
1983,6,1,20.9,17.94
1983,6,2,20.73,17.43
1983,6,3,23.53,17.64
1983,6,4,25.79,19.18
1983,6,5,24.26,20.93
1983,6,6,24.08,20.3
1983,6,7,22.64,19.99
1983,6,8,21.98,19.86
1983,6,9,25.25,20.55
1983,6,10,25.85,20.05
1983,6,11,24.82,20.44
1983,6,12,23.63,21.19
1983,6,13,24.36,20.75
1983,6,14,22.82,19.9
1983,6,15,22.86,19.67
1983,6,16,24.15,19.51
1983,6,17,24.93,20.19
1983,6,18,21.55,19.41
1983,6,19,23.08,19.01
1983,6,20,21.06,18.8
1983,6,21,21.61,18.57
1983,6,22,24.3,19.76
1983,6,23,23.3,19.88
1983,6,24,23.34,21.05
1983,6,25,25.32,20.72
1983,6,26,25.15,20.83
1983,6,27,22.45,20.54
1983,6,28,23.59,20.54
1983,6,29,24.63,20.87
1983,6,30,25.99,21.81
1983,7,1,25.74,22.8
1983,7,2,25.83,22.54
1983,7,3,26.9,21.63
1983,7,4,25.03,19.56
